"query_id","doc_id","relevance","iteration","personal_score"
112700,msmarco_passage_01_33071611,0,0,1
2002798,msmarco_passage_07_626959932,1,0,1
2037251,msmarco_passage_20_154332540,3,0,2
2012431,msmarco_passage_07_796115535,3,0,1
596569,msmarco_passage_13_472919920,3,0,2
2033470,msmarco_passage_10_222802943,1,0,2
2027130,msmarco_passage_29_251665665,3,0,3
2027130,msmarco_passage_43_116464227,1,0,3
2027130,msmarco_passage_05_547307441,3,0,2
2034676,msmarco_passage_38_195281235,2,0,1
1111577,msmarco_passage_30_131200137,3,0,3
596569,msmarco_passage_09_769269682,3,0,3
596569,msmarco_passage_26_505136105,3,0,3
596569,msmarco_passage_06_80405582,3,0,3
2039908,msmarco_passage_31_308708775,3,0,2
2013306,msmarco_passage_33_645667341,2,0,0
2013306,msmarco_passage_42_59675803,2,0,0
2013306,msmarco_passage_26_675688350,2,0,0
2013306,msmarco_passage_25_343910276,2,0,0
2013306,msmarco_passage_49_66464484,2,0,0
2013306,msmarco_passage_36_56224328,2,0,0
2013306,msmarco_passage_68_752120615,2,0,0
2013306,msmarco_passage_43_100987402,2,0,0
2013306,msmarco_passage_22_594816920,2,0,0
2013306,msmarco_passage_25_308852826,2,0,0
2013306,msmarco_passage_25_325286414,2,0,0
2013306,msmarco_passage_57_170414700,2,0,0
2013306,msmarco_passage_59_291073626,2,0,0
2013306,msmarco_passage_32_847481872,2,0,0
2013306,msmarco_passage_47_603178953,3,0,0
2013306,msmarco_passage_64_552275770,2,0,0
2013306,msmarco_passage_64_780890801,2,0,0
2013306,msmarco_passage_35_345554589,2,0,0
2013306,msmarco_passage_44_664814301,2,0,0
2013306,msmarco_passage_02_644690245,2,0,0
2013306,msmarco_passage_07_8815035,2,0,0
2013306,msmarco_passage_42_453452112,2,0,0
2013306,msmarco_passage_36_683980548,2,0,0
2013306,msmarco_passage_53_56463321,2,0,0
2013306,msmarco_passage_60_353242627,2,0,0
2013306,msmarco_passage_68_754877145,2,0,0
2002533,msmarco_passage_25_156757060,0,0,0
2037924,msmarco_passage_48_789501170,3,0,3
2037609,msmarco_passage_41_124783081,0,0,0
2027497,msmarco_passage_30_227943796,1,0,1
2037609,msmarco_passage_68_841786471,0,0,0
2037609,msmarco_passage_68_117360500,0,0,0
2037609,msmarco_passage_68_784986199,0,0,0
2035447,msmarco_passage_12_797990591,0,0,0
2037609,msmarco_passage_46_178352083,0,0,0
2035447,msmarco_passage_33_585908511,2,0,3
1117243,msmarco_passage_23_342467942,1,0,2
421946,msmarco_passage_48_124892275,3,0,3
2026558,msmarco_passage_33_187915925,0,0,0
300986,msmarco_passage_60_597359053,2,0,1
2005861,msmarco_passage_06_209912086,3,0,1
1104447,msmarco_passage_37_769927418,3,0,3
629937,msmarco_passage_64_656969348,0,0,1
2031726,msmarco_passage_68_294129878,1,0,0
2031726,msmarco_passage_02_303692573,1,0,0
2031726,msmarco_passage_66_781008097,1,0,0
2031726,msmarco_passage_64_781803447,1,0,0
2031726,msmarco_passage_23_358479528,1,0,0
2031726,msmarco_passage_64_780575762,1,0,0
2031726,msmarco_passage_11_205108581,1,0,0
2031726,msmarco_passage_23_599189173,1,0,0
2031726,msmarco_passage_13_58995273,1,0,0
2031726,msmarco_passage_28_627976972,1,0,0
2031726,msmarco_passage_42_27988613,1,0,0
2031726,msmarco_passage_60_608672582,1,0,0
2031726,msmarco_passage_42_408151768,1,0,0
2030323,msmarco_passage_47_261368133,3,0,3
2029260,msmarco_passage_12_375243235,3,0,1
2006375,msmarco_passage_39_136537431,0,0,0
2006375,msmarco_passage_67_261361246,3,0,2
2006375,msmarco_passage_13_678332265,0,0,0
2006375,msmarco_passage_50_347763056,0,0,0
2006375,msmarco_passage_50_348031521,0,0,0
2006375,msmarco_passage_00_196001688,0,0,0
2006375,msmarco_passage_12_733593218,0,0,0
1113361,msmarco_passage_30_632425496,3,0,2
1121909,msmarco_passage_40_62090285,1,0,3
1113361,msmarco_passage_14_109599007,3,0,3
2032949,msmarco_passage_14_386600216,3,0,2
2000719,msmarco_passage_54_153316433,0,0,0
2000719,msmarco_passage_31_322913658,3,0,2
2000719,msmarco_passage_48_67431924,0,0,0
2025747,msmarco_passage_25_345030381,0,0,1
2025747,msmarco_passage_25_313520494,0,0,1
2025747,msmarco_passage_48_466050052,0,0,0
2025747,msmarco_passage_04_264732714,0,0,0
2025747,msmarco_passage_39_46205467,0,0,0
2025747,msmarco_passage_50_67237952,1,0,1
2025747,msmarco_passage_25_305918022,0,0,1
2036182,msmarco_passage_43_175969940,0,0,0
2030608,msmarco_passage_40_184511595,3,0,3
168329,msmarco_passage_58_519406230,1,0,2
112700,msmarco_passage_18_757019055,1,0,1
493490,msmarco_passage_61_777208594,3,0,3
493490,msmarco_passage_13_626475411,3,0,3
30611,msmarco_passage_04_287901958,3,0,2
30611,msmarco_passage_41_263863504,3,0,2
1117243,msmarco_passage_12_206387565,1,0,2
421946,msmarco_passage_41_297169600,3,0,2
2029260,msmarco_passage_37_567540019,0,0,2
2038466,msmarco_passage_26_604835674,1,0,2
2038466,msmarco_passage_26_588529142,1,0,1
2033470,msmarco_passage_45_398687782,3,0,0
2033470,msmarco_passage_28_297827136,0,0,1
2045272,msmarco_passage_68_828558059,1,0,1
2082,msmarco_passage_65_397444052,3,0,3
2001975,msmarco_passage_57_475918160,0,0,0
2001975,msmarco_passage_29_569615107,3,0,3
596569,msmarco_passage_62_810494397,3,0,3
2032090,msmarco_passage_35_153482315,1,0,1
2039908,msmarco_passage_07_68842350,3,0,3
2039908,msmarco_passage_14_554166012,3,0,3
2013306,msmarco_passage_22_355252925,2,0,0
2013306,msmarco_passage_25_232615646,2,0,0
2013306,msmarco_passage_22_401513550,2,0,0
2013306,msmarco_passage_20_147622143,2,0,0
2013306,msmarco_passage_17_683146204,2,0,0
2013306,msmarco_passage_44_173117059,2,0,0
2013306,msmarco_passage_38_841712467,2,0,0
2013306,msmarco_passage_14_299533306,2,0,0
2013306,msmarco_passage_59_527443738,2,0,0
2013306,msmarco_passage_57_135613631,2,0,0
2013306,msmarco_passage_48_646807029,2,0,0
2013306,msmarco_passage_56_165279232,2,0,0
2013306,msmarco_passage_39_562890970,2,0,0
2013306,msmarco_passage_31_686213212,2,0,0
2013306,msmarco_passage_26_51510981,2,0,0
2027497,msmarco_passage_68_31374203,2,0,3
2037609,msmarco_passage_68_750160863,0,0,0
2037609,msmarco_passage_34_743887848,0,0,0
2037609,msmarco_passage_41_79243186,0,0,0
2005810,msmarco_passage_03_703938723,1,0,3
2026558,msmarco_passage_55_757768516,0,0,0
2026558,msmarco_passage_68_748909795,0,0,0
2005861,msmarco_passage_17_655129602,0,0,0
1104447,msmarco_passage_22_471901875,3,0,2
2028378,msmarco_passage_16_93843618,3,0,2
629937,msmarco_passage_53_430854121,3,0,3
2038890,msmarco_passage_50_261754093,3,0,3
2031726,msmarco_passage_14_699215060,1,0,0
2031726,msmarco_passage_10_596396916,1,0,0
2031726,msmarco_passage_54_215376360,1,0,0
2031726,msmarco_passage_32_466370259,1,0,0
2031726,msmarco_passage_65_140266034,1,0,0
2031726,msmarco_passage_44_56061789,1,0,0
2031726,msmarco_passage_33_187186404,1,0,0
2031726,msmarco_passage_35_832165366,1,0,0
2031726,msmarco_passage_63_176879676,1,0,0
2031726,msmarco_passage_15_628967603,1,0,0
2031726,msmarco_passage_47_492652646,1,0,0
2031726,msmarco_passage_64_807161326,1,0,0
2031726,msmarco_passage_26_13691321,1,0,0
2031726,msmarco_passage_02_133359064,1,0,0
2031726,msmarco_passage_50_377871177,1,0,0
2031726,msmarco_passage_61_157743284,1,0,0
2031726,msmarco_passage_45_702142,1,0,0
2031726,msmarco_passage_27_74220235,1,0,0
2031726,msmarco_passage_61_734491923,1,0,0
2031726,msmarco_passage_12_817330962,1,0,0
2031726,msmarco_passage_68_266371007,1,0,0
2031726,msmarco_passage_49_159537606,1,0,0
2031726,msmarco_passage_23_367188900,1,0,0
2031726,msmarco_passage_09_541381099,1,0,0
2031726,msmarco_passage_25_283635989,1,0,0
2031726,msmarco_passage_65_326867149,1,0,0
2031726,msmarco_passage_50_341870031,1,0,0
2030323,msmarco_passage_26_477440013,3,0,3
2030323,msmarco_passage_08_847428897,3,0,3
2029260,msmarco_passage_33_757998835,3,0,1
2029260,msmarco_passage_62_483932147,0,0,0
2029260,msmarco_passage_09_741384195,0,0,0
2029260,msmarco_passage_54_47729103,0,0,0
2029260,msmarco_passage_34_595566747,0,0,0
2029260,msmarco_passage_16_438117756,0,0,0
2006375,msmarco_passage_59_525692768,0,0,0
2006375,msmarco_passage_04_705601712,0,0,0
2006375,msmarco_passage_51_766873069,0,0,0
2006375,msmarco_passage_24_420474930,0,0,0
2006375,msmarco_passage_56_777643946,0,0,0
2006375,msmarco_passage_30_649600884,0,0,0
1113361,msmarco_passage_52_103224724,3,0,3
2000719,msmarco_passage_22_456810284,0,0,0
2000719,msmarco_passage_48_95604395,0,0,0
2000719,msmarco_passage_17_607752959,0,0,0
2025747,msmarco_passage_25_346064265,0,0,1
2025747,msmarco_passage_28_361946915,0,0,0
2025747,msmarco_passage_29_209465010,0,0,0
2025747,msmarco_passage_25_340040734,0,0,1
2025747,msmarco_passage_11_594995786,0,0,0
764738,msmarco_passage_14_421130213,3,0,3
2035565,msmarco_passage_25_406415303,3,0,3
1109840,msmarco_passage_65_153889578,3,0,3
2002269,msmarco_passage_21_80348727,3,0,3
2055795,msmarco_passage_64_752665226,0,0,2
1104300,msmarco_passage_43_515881263,3,0,3
30611,msmarco_passage_41_263916437,3,0,2
2000719,msmarco_passage_00_461752137,3,0,2
2029260,msmarco_passage_52_435735768,3,0,2
2027130,msmarco_passage_13_442977820,3,0,2
2033470,msmarco_passage_05_155666097,3,0,1
2027130,msmarco_passage_43_116363413,1,0,2
2001975,msmarco_passage_40_643791085,3,0,3
2001975,msmarco_passage_11_305634272,3,0,3
596569,msmarco_passage_13_448240451,3,0,3
596569,msmarco_passage_65_648881773,3,0,3
2039908,msmarco_passage_02_4713542,3,0,3
2013306,msmarco_passage_68_737600998,2,0,0
2013306,msmarco_passage_04_351920327,2,0,0
2013306,msmarco_passage_50_449909777,2,0,0
2013306,msmarco_passage_55_757282523,2,0,0
2013306,msmarco_passage_40_585727306,2,0,0
2013306,msmarco_passage_35_137814305,2,0,0
2013306,msmarco_passage_25_518273066,2,0,0
2013306,msmarco_passage_64_469431826,2,0,0
2013306,msmarco_passage_28_641155809,2,0,0
2013306,msmarco_passage_11_700139671,2,0,0
2013306,msmarco_passage_47_493314356,2,0,0
2013306,msmarco_passage_68_754384826,2,0,0
2013306,msmarco_passage_09_544056047,2,0,0
2013306,msmarco_passage_32_74970664,2,0,0
2013306,msmarco_passage_10_375299358,2,0,0
2013306,msmarco_passage_38_569162434,2,0,0
2013306,msmarco_passage_10_53280578,2,0,0
2013306,msmarco_passage_60_785495286,2,0,0
2013306,msmarco_passage_33_188196811,2,0,0
2013306,msmarco_passage_39_68565708,2,0,0
2013306,msmarco_passage_28_745888223,2,0,0
2013306,msmarco_passage_65_334290127,2,0,0
2040287,msmarco_passage_01_861344844,3,0,3
2036968,msmarco_passage_50_574814356,3,0,1
2002533,msmarco_passage_25_161977007,0,0,0
2055634,msmarco_passage_10_547511865,3,0,3
2055634,msmarco_passage_66_197592164,3,0,3
1117243,msmarco_passage_49_37081822,2,0,3
2004253,msmarco_passage_66_345606011,3,0,3
2026558,msmarco_passage_14_420498635,0,0,0
2037251,msmarco_passage_19_54634121,3,0,3
1104447,msmarco_passage_30_720287144,3,0,2
952262,msmarco_passage_60_322275192,3,0,3
1104447,msmarco_passage_62_569094999,3,0,3
952262,msmarco_passage_65_849043823,3,0,3
2001532,msmarco_passage_14_558585408,3,0,2
688007,msmarco_passage_33_766603220,3,0,3
2002798,msmarco_passage_64_252757388,1,0,1
2031726,msmarco_passage_09_272442804,1,0,0
2031726,msmarco_passage_15_79587789,1,0,0
2031726,msmarco_passage_36_40076191,1,0,0
2031726,msmarco_passage_05_271657828,1,0,0
2031726,msmarco_passage_16_645636461,1,0,0
2031726,msmarco_passage_21_514241968,1,0,0
2031726,msmarco_passage_42_490602299,1,0,0
2031726,msmarco_passage_29_226069045,1,0,0
2031726,msmarco_passage_50_347224839,1,0,0
2031726,msmarco_passage_27_244831707,1,0,0
2031726,msmarco_passage_02_610397959,1,0,0
2031726,msmarco_passage_14_428408905,1,0,0
2031726,msmarco_passage_35_137814305,1,0,0
2029260,msmarco_passage_41_248212498,0,0,0
2029260,msmarco_passage_12_381626075,0,0,0
2029260,msmarco_passage_51_474511296,0,0,0
2029260,msmarco_passage_67_632318493,3,0,0
2006375,msmarco_passage_31_615334270,3,0,2
2006375,msmarco_passage_61_655482135,0,0,0
2006375,msmarco_passage_03_390727875,0,0,0
2006375,msmarco_passage_41_350386822,0,0,0
2006375,msmarco_passage_54_826606229,0,0,0
1113361,msmarco_passage_02_20534481,3,0,2
2003322,msmarco_passage_44_344493396,3,0,2
2003322,msmarco_passage_59_534407306,3,0,3
2032949,msmarco_passage_31_617252440,2,0,2
2054355,msmarco_passage_29_695027579,1,0,3
2000719,msmarco_passage_54_437967480,0,0,0
2000719,msmarco_passage_51_856359135,0,0,0
2000719,msmarco_passage_41_811245278,0,0,0
2000719,msmarco_passage_40_657292839,3,0,3
2000719,msmarco_passage_22_800466406,0,0,0
2000719,msmarco_passage_18_240982431,3,0,3
2000719,msmarco_passage_04_511289345,0,0,0
2000719,msmarco_passage_15_30347703,3,0,1
2000719,msmarco_passage_64_230531596,1,0,1
2000719,msmarco_passage_39_645646397,3,0,3
2025747,msmarco_passage_64_781636135,0,0,0
2025747,msmarco_passage_63_24909678,0,0,0
2025747,msmarco_passage_11_664043608,0,0,0
2036182,msmarco_passage_38_578923394,0,0,0
2033396,msmarco_passage_38_287934804,3,0,3
2055480,msmarco_passage_55_733306212,3,0,3
2002269,msmarco_passage_22_608240654,0,0,1
2002269,msmarco_passage_36_220411076,1,0,1
2004237,msmarco_passage_38_733835477,3,0,3
806694,msmarco_passage_61_123797376,1,0,3
2034205,msmarco_passage_56_719749582,1,0,1
493490,msmarco_passage_16_295748139,3,0,3
493490,msmarco_passage_27_65380312,3,0,3
935964,msmarco_passage_64_226882001,3,0,3
2012536,msmarco_passage_41_469882496,1,0,2
2007055,msmarco_passage_24_155821686,1,0,2
2034205,msmarco_passage_48_680356768,2,0,2
168329,msmarco_passage_16_243080257,3,0,2
2040352,msmarco_passage_12_672067259,3,0,3
2001975,msmarco_passage_55_400786207,3,0,1
2001975,msmarco_passage_36_573787830,3,0,1
2012431,msmarco_passage_53_470956607,3,0,2
2013306,msmarco_passage_03_763475055,2,0,0
2013306,msmarco_passage_25_325013547,2,0,0
2013306,msmarco_passage_60_375095258,2,0,0
2013306,msmarco_passage_30_875663400,2,0,0
2013306,msmarco_passage_42_523957714,2,0,0
2013306,msmarco_passage_31_259237056,2,0,0
2013306,msmarco_passage_16_292704902,2,0,0
2013306,msmarco_passage_45_183937216,2,0,0
2013306,msmarco_passage_29_45664144,2,0,0
2013306,msmarco_passage_64_810746413,2,0,0
2013306,msmarco_passage_42_236021177,2,0,0
2013306,msmarco_passage_41_812191962,2,0,0
2013306,msmarco_passage_47_493326677,2,0,0
2013306,msmarco_passage_45_74047882,2,0,0
2013306,msmarco_passage_48_172932935,2,0,0
2013306,msmarco_passage_23_153979706,2,0,0
2013306,msmarco_passage_38_490687937,2,0,0
2013306,msmarco_passage_08_821888813,2,0,0
2013306,msmarco_passage_09_405741786,2,0,0
2013306,msmarco_passage_41_698054536,2,0,0
2013306,msmarco_passage_49_543708359,2,0,0
2013306,msmarco_passage_66_665088892,2,0,0
2013306,msmarco_passage_42_321601404,2,0,0
2013306,msmarco_passage_26_165530325,2,0,0
2013306,msmarco_passage_68_785670322,2,0,0
2013306,msmarco_passage_57_76069808,2,0,0
2037609,msmarco_passage_61_22861999,0,0,0
2037609,msmarco_passage_11_205853834,0,0,0
2037609,msmarco_passage_22_868372980,0,0,0
2037609,msmarco_passage_64_92021415,0,0,0
2037609,msmarco_passage_48_757005625,0,0,0
2005810,msmarco_passage_30_713636092,1,0,2
2026150,msmarco_passage_16_227231397,0,0,1
2004253,msmarco_passage_44_813680569,3,0,3
2026558,msmarco_passage_42_214615509,0,0,0
2026558,msmarco_passage_54_771453314,0,0,0
2026558,msmarco_passage_68_777693239,0,0,0
2026558,msmarco_passage_68_751256870,0,0,0
2005861,msmarco_passage_47_851266165,3,0,3
1006728,msmarco_passage_65_851178736,0,0,2
1104447,msmarco_passage_57_632232213,3,0,3
1104447,msmarco_passage_00_787883905,3,0,2
1104447,msmarco_passage_12_534312125,3,0,3
952262,msmarco_passage_10_886522396,3,0,3
952262,msmarco_passage_57_447973988,3,0,3
2001532,msmarco_passage_44_613043576,3,0,2
2028378,msmarco_passage_38_42122449,3,0,2
1110996,msmarco_passage_21_93078965,3,0,3
1110996,msmarco_passage_21_641534379,2,0,3
2031726,msmarco_passage_26_40669559,1,0,0
2031726,msmarco_passage_61_542091653,1,0,0
2031726,msmarco_passage_14_846817373,1,0,0
2031726,msmarco_passage_46_327082733,1,0,0
2031726,msmarco_passage_01_211144638,1,0,0
2031726,msmarco_passage_62_167279320,1,0,0
2031726,msmarco_passage_02_796648759,1,0,0
2031726,msmarco_passage_68_200463473,1,0,0
2031726,msmarco_passage_68_749729537,1,0,0
2031726,msmarco_passage_38_444280576,1,0,0
2031726,msmarco_passage_42_101028193,1,0,0
2031726,msmarco_passage_41_762141774,1,0,0
2031726,msmarco_passage_14_119643251,1,0,0
2029260,msmarco_passage_55_532073919,0,0,0
2029260,msmarco_passage_68_758958533,0,0,0
2029260,msmarco_passage_68_589651839,0,0,0
2029260,msmarco_passage_53_43802726,3,0,3
2006375,msmarco_passage_57_168967336,0,0,0
2006375,msmarco_passage_52_582364631,0,0,0
2006375,msmarco_passage_27_775565015,0,0,0
2006375,msmarco_passage_39_160884979,0,0,0
1113361,msmarco_passage_64_212079834,3,0,3
2000719,msmarco_passage_52_411115943,3,0,3
2000719,msmarco_passage_43_445030696,0,0,0
2000719,msmarco_passage_46_276031173,0,0,0
2025747,msmarco_passage_50_55652826,1,0,1
2025747,msmarco_passage_44_735504945,0,0,0
2025747,msmarco_passage_50_107421342,3,0,1
2025747,msmarco_passage_25_333848150,1,0,0
2025747,msmarco_passage_03_694631187,0,0,0
2025747,msmarco_passage_04_12680037,0,0,0
2025747,msmarco_passage_33_532913595,0,0,0
2025747,msmarco_passage_25_341892219,0,0,1
2036182,msmarco_passage_40_309309663,0,0,0
764738,msmarco_passage_60_483171928,1,0,2
764738,msmarco_passage_17_501555126,3,0,3
2004237,msmarco_passage_67_386151859,1,0,1
2004237,msmarco_passage_46_288190879,1,0,1
364210,msmarco_passage_11_3170636,2,0,3
2040613,msmarco_passage_19_774209297,3,0,1
493490,msmarco_passage_61_777215608,3,0,3
493490,msmarco_passage_44_368105912,3,0,3
493490,msmarco_passage_61_776625227,3,0,3
845121,msmarco_passage_68_87209129,3,0,2
2035565,msmarco_passage_21_783819430,3,0,3
1104300,msmarco_passage_39_832891254,3,0,3
1104447,msmarco_passage_17_510276449,2,0,3
2008871,msmarco_passage_27_239082134,2,0,2
2001975,msmarco_passage_62_376476052,3,0,2
2000719,msmarco_passage_08_645953003,3,0,2
2037251,msmarco_passage_55_349828868,3,0,2
2033470,msmarco_passage_62_839098311,3,0,1
2034676,msmarco_passage_20_274635852,1,0,1
2040352,msmarco_passage_54_416726372,3,0,3
2040352,msmarco_passage_04_178799487,3,0,3
2040352,msmarco_passage_18_298361794,3,0,3
1111577,msmarco_passage_25_376872968,3,0,3
1111577,msmarco_passage_05_563789830,3,0,3
1111577,msmarco_passage_05_563782946,1,0,3
2039908,msmarco_passage_48_581083522,3,0,3
2039908,msmarco_passage_06_82771417,3,0,3
2013306,msmarco_passage_47_344553240,2,0,0
2013306,msmarco_passage_42_315569199,2,0,0
2013306,msmarco_passage_64_781733167,2,0,0
2013306,msmarco_passage_11_310432275,2,0,0
2013306,msmarco_passage_64_783406419,2,0,0
2013306,msmarco_passage_12_777342695,2,0,0
2013306,msmarco_passage_55_256164475,2,0,0
2013306,msmarco_passage_68_782911419,2,0,0
2013306,msmarco_passage_33_189193404,2,0,0
2013306,msmarco_passage_61_494424990,2,0,0
2013306,msmarco_passage_28_411871954,2,0,0
2013306,msmarco_passage_52_545350787,2,0,0
2013306,msmarco_passage_33_186512031,2,0,0
2013306,msmarco_passage_04_275171586,2,0,0
2013306,msmarco_passage_07_420608887,2,0,0
2013306,msmarco_passage_07_286718987,2,0,0
2013306,msmarco_passage_68_275087345,2,0,0
2013306,msmarco_passage_41_243788390,2,0,0
2013306,msmarco_passage_14_157012608,2,0,0
2013306,msmarco_passage_10_677010830,2,0,0
2013306,msmarco_passage_35_175048267,2,0,0
2013306,msmarco_passage_12_369279640,0,0,0
2013306,msmarco_passage_15_78630988,2,0,0
2013306,msmarco_passage_68_757712675,2,0,0
2037609,msmarco_passage_68_310728926,0,0,0
2040287,msmarco_passage_43_175358988,3,0,3
2037609,msmarco_passage_65_545464898,0,0,0
2037609,msmarco_passage_64_749538646,0,0,0
2037609,msmarco_passage_41_116202356,0,0,0
2037609,msmarco_passage_23_2162673,0,0,0
2026150,msmarco_passage_54_732474924,3,0,3
2026150,msmarco_passage_57_699977536,3,0,3
2026558,msmarco_passage_00_335541238,0,0,0
2026558,msmarco_passage_00_419175047,0,0,0
2026558,msmarco_passage_53_349394018,0,0,0
2005861,msmarco_passage_45_336130542,3,0,3
1104447,msmarco_passage_00_787878519,3,0,2
952262,msmarco_passage_11_823089134,3,0,3
2001532,msmarco_passage_54_127255513,3,0,3
2028378,msmarco_passage_52_91698672,3,0,2
2031726,msmarco_passage_08_416503368,1,0,0
2031726,msmarco_passage_22_303117151,1,0,0
2031726,msmarco_passage_07_825944560,1,0,0
2031726,msmarco_passage_54_772968922,1,0,0
2031726,msmarco_passage_30_649600884,1,0,0
2031726,msmarco_passage_25_308441547,1,0,0
2031726,msmarco_passage_47_493173760,1,0,0
2031726,msmarco_passage_68_749065765,1,0,0
2031726,msmarco_passage_64_164564819,1,0,0
2031726,msmarco_passage_33_47226147,1,0,0
2031726,msmarco_passage_15_470493794,1,0,0
2031726,msmarco_passage_07_339615024,1,0,0
2031726,msmarco_passage_43_860391384,1,0,0
2031726,msmarco_passage_57_170265114,1,0,0
2031726,msmarco_passage_38_431773277,1,0,3
2031726,msmarco_passage_53_309855214,1,0,0
2031726,msmarco_passage_50_507729944,1,0,0
2031726,msmarco_passage_03_470473167,1,0,0
2031726,msmarco_passage_53_593877836,2,0,3
2029260,msmarco_passage_54_826599732,0,0,0
2029260,msmarco_passage_22_55082415,0,0,0
2029260,msmarco_passage_04_433438946,0,0,0
2029260,msmarco_passage_02_462305163,0,0,0
2029260,msmarco_passage_37_676444570,0,0,2
2006375,msmarco_passage_15_39784076,0,0,0
2006375,msmarco_passage_38_4582280,0,0,0
2006375,msmarco_passage_39_606515295,0,0,0
2046371,msmarco_passage_44_769776437,3,0,3
2000719,msmarco_passage_41_132811164,1,0,2
2000719,msmarco_passage_63_24858093,0,0,0
2000719,msmarco_passage_44_323812681,0,0,0
2025747,msmarco_passage_44_664834696,0,0,0
2025747,msmarco_passage_64_783003732,0,0,0
2025747,msmarco_passage_25_334520301,0,0,1
2025747,msmarco_passage_33_187109777,0,0,0
2025747,msmarco_passage_25_309928763,0,0,1
2036182,msmarco_passage_43_186597948,0,0,0
2025747,msmarco_passage_25_319097390,0,0,1
1107821,msmarco_passage_20_544499803,1,0,2
