"query_id","doc_id","relevance","iteration","personal_score"
2009871,msmarco_passage_61_663552828,3,0,3
2009871,msmarco_passage_34_276290598,3,0,3
2009871,msmarco_passage_61_97175489,2,0,3
1037798,"2104865",0,,
1037798,"2258765",0,,
1037798,"2431943",0,,
1037798,"248029",0,,
1037798,"2540690",0,,
1037798,"3507427",0,,
1037798,"7244943",0,,
104861,"1926464",0,,
104861,"2098234",0,,
104861,"2944060",0,,
2028378,msmarco_passage_15_685142710,3,0,2
104861,"5457925",0,,
104861,"6644733",0,,
104861,"8260038",0,,
104861,"8286089",0,,
1063750,"2075184",0,,
1063750,"2242826",0,,
1063750,"8006005",0,,
1103812,"1101246",0,,
1103812,"1614305",0,,
1103812,"2845346",0,,
1103812,"3234230",0,,
1103812,"3543021",0,,
1103812,"4726842",0,,
1103812,"5573704",0,,
1103812,"947384",0,,
1103812,"961775",0,,
1106007,"1560243",0,,
1106007,"1628786",0,,
1106007,"1922002",0,,
1106007,"5228015",0,,
1106007,"5279704",0,,
1106007,"8137967",0,,
1110199,"1809283",0,,
1110199,"2316518",0,,
1110199,"2655849",0,,
1110199,"3972098",0,,
1110199,"5074862",0,,
1110199,"6547512",0,,
1110199,"7157857",0,,
1110199,"8003348",0,,
1110199,"863984",0,,
1110199,"995389",0,,
1112341,"2096429",0,,
1112341,"4390797",0,,
1113437,"5188745",0,,
1113437,"5362609",0,,
1113437,"742041",0,,
1113437,"7497493",0,,
1114646,"1786848",0,,
1114646,"2621606",0,,
1114646,"3015665",0,,
1114646,"7103112",0,,
1114819,"1761757",0,,
1114819,"5396765",0,,
1114819,"597047",0,,
1114819,"8076977",0,,
1115776,"3227499",0,,
1115776,"3344355",0,,
1115776,"5014104",0,,
1115776,"580734",0,,
1115776,"6417117",0,,
1115776,"6616844",0,,
1115776,"7165062",0,,
1115776,"8078183",0,,
1115776,"986665",0,,
1117099,"1068642",0,,
1117099,"2675335",0,,
1117099,"8681297",0,,
1121402,"1926655",0,,
1121402,"4503431",0,,
1121402,"6717338",0,,
1121402,"7011514",0,,
1121402,"752294",0,,
1121709,"1752813",0,,
1121709,"2940488",0,,
1121709,"3015619",0,,
1121709,"3709755",0,,
1121709,"383497",0,,
1121709,"4410384",0,,
1121709,"6999097",0,,
1121709,"8082261",0,,
1121709,"918512",0,,
1124210,"1883019",0,,
1124210,"2859498",0,,
1124210,"3147129",0,,
1124210,"6134821",0,,
1124210,"6306362",0,,
1124210,"6689009",0,,
1124210,"6737732",0,,
1124210,"7203364",0,,
1124210,"7695218",0,,
1124210,"8437722",0,,
1129237,"1373997",0,,
1129237,"1436868",0,,
1129237,"2870542",0,,
1129237,"7081249",0,,
1133167,"1572514",0,,
1133167,"2757422",0,,
1133167,"2991270",0,,
1133167,"3498426",0,,
1133167,"405188",0,,
1133167,"5555222",0,,
1133167,"8332521",0,,
1133167,"8415745",0,,
130510,"1156210",0,,
130510,"779340",0,,
130510,"8094068",0,,
131843,"985988",0,,
146187,"1246346",0,,
146187,"1329682",0,,
146187,"1464098",0,,
146187,"3129298",0,,
146187,"6561118",0,,
146187,"7309304",0,,
148538,"3969005",0,,
148538,"4264129",0,,
148538,"5305311",0,,
148538,"6293679",0,,
148538,"6303284",0,,
148538,"6487981",0,,
156493,"1172287",0,,
156493,"2141938",0,,
156493,"3732381",0,,
156493,"4588177",0,,
156493,"6471884",0,,
156493,"6775079",0,,
156493,"7760653",0,,
168216,"1529943",0,,
168216,"1766535",0,,
168216,"2303676",0,,
168216,"25528",0,,
168216,"267547",0,,
168216,"3174836",0,,
168216,"3552861",0,,
168216,"4215272",0,,
168216,"4245221",0,,
168216,"4317150",0,,
168216,"4493879",0,,
168216,"4959804",0,,
168216,"5298478",0,,
168216,"6223986",0,,
168216,"6643455",0,,
168216,"6988654",0,,
168216,"7835773",0,,
168216,"8048972",0,,
182539,"4370020",0,,
182539,"5543580",0,,
182539,"6155095",0,,
183378,"2524527",0,,
183378,"3719069",0,,
183378,"5325846",0,,
183378,"5534709",0,,
183378,"6846314",0,,
183378,"6880045",0,,
183378,"749541",0,,
183378,"769287",0,,
183378,"8217632",0,,
183378,"823210",0,,
183378,"8488211",0,,
183378,"8623015",0,,
19335,"1274620",0,,
19335,"161603",0,,
19335,"2324839",0,,
19335,"3175483",0,,
19335,"3637071",0,,
19335,"4050974",0,,
19335,"429849",0,,
19335,"4480942",0,,
19335,"5078867",0,,
19335,"5652225",0,,
19335,"691498",0,,
19335,"7665056",0,,
19335,"7763208",0,,
19335,"8677296",0,,
19335,"8798990",0,,
207786,"3855673",0,,
207786,"4759180",0,,
207786,"5288616",0,,
207786,"5297034",0,,
207786,"7413617",0,,
207786,"8185064",0,,
264014,"2876958",0,,
264014,"3116002",0,,
264014,"3218156",0,,
264014,"6501723",0,,
359349,"15804",0,,
359349,"1830509",0,,
359349,"3645754",0,,
359349,"576627",0,,
359349,"8398222",0,,
359349,"885427",0,,
405717,"2125641",0,,
405717,"2514107",0,,
405717,"8272571",0,,
405717,"931517",0,,
443396,"3323246",0,,
443396,"3519033",0,,
443396,"7251120",0,,
443396,"8693532",0,,
451602,"3052114",0,,
451602,"7012102",0,,
451602,"7510020",0,,
47923,"4490071",0,,
47923,"8418683",0,,
489204,"1251821",0,,
489204,"1310101",0,,
489204,"1950269",0,,
489204,"8724362",0,,
490595,"217594",0,,
490595,"388338",0,,
490595,"4763067",0,,
490595,"526092",0,,
490595,"7045864",0,,
490595,"7119229",0,,
527433,"1212785",0,,
527433,"4903731",0,,
527433,"5479497",0,,
527433,"653103",0,,
527433,"7991767",0,,
573724,"3059592",0,,
573724,"3762920",0,,
573724,"7474210",0,,
573724,"7992473",0,,
833860,"4046129",0,,
855410,"1172328",0,,
855410,"3984720",0,,
855410,"4246116",0,,
855410,"5021348",0,,
855410,"6806702",0,,
855410,"7140868",0,,
855410,"717359",0,,
87181,"4243434",0,,
87181,"5298150",0,,
87452,"1642159",0,,
87452,"3211632",0,,
915593,"2210591",0,,
915593,"4566823",0,,
915593,"4834224",0,,
915593,"6351110",0,,
915593,"7643828",0,,
915593,"8179001",0,,
915593,"98515",0,,
962179,"1864257",0,,
962179,"2929469",0,,
962179,"3896631",0,,
962179,"4590200",0,,
962179,"6699453",0,,
104861,"409268",1,,
104861,"5864689",1,,
104861,"5864695",1,,
104861,"6056676",1,,
104861,"6653679",1,,
104861,"7506029",1,,
104861,"8056411",1,,
1063750,"2391460",1,,
1063750,"2569817",1,,
1063750,"3327047",1,,
1063750,"3484002",1,,
1063750,"3610442",1,,
1063750,"3654236",1,,
1063750,"4193159",1,,
1063750,"4802036",1,,
1063750,"5360361",1,,
1063750,"584334",1,,
1063750,"6666451",1,,
1063750,"7122836",1,,
1063750,"7146782",1,,
1063750,"7862344",1,,
1063750,"819283",1,,
1063750,"8384973",1,,
1103812,"1315739",1,,
1103812,"2750960",1,,
1103812,"5581840",1,,
1103812,"8220086",1,,
1103812,"8224183",1,,
1103812,"8293805",1,,
1106007,"1020463",1,,
1106007,"1342527",1,,
1106007,"1905163",1,,
1110199,"5172684",1,,
1110199,"5857921",1,,
1112341,"2173822",1,,
1112341,"263958",1,,
1112341,"7752460",1,,
1113437,"1681783",1,,
1113437,"2001935",1,,
1113437,"4016933",1,,
1113437,"4751835",1,,
1113437,"6597538",1,,
1113437,"7385219",1,,
1113437,"742037",1,,
1113437,"8566591",1,,
1114646,"1316109",1,,
1114646,"1884059",1,,
1114646,"3861594",1,,
1114646,"444375",1,,
1114646,"444377",1,,
1114646,"5640859",1,,
1114646,"7196956",1,,
1114646,"771368",1,,
1114646,"8117092",1,,
1114646,"8117094",1,,
1114646,"8327369",1,,
1114819,"1315997",1,,
1114819,"1434686",1,,
1114819,"2668962",1,,
1114819,"2839946",1,,
1114819,"5363583",1,,
1114819,"6202318",1,,
1114819,"6611820",1,,
1114819,"6912304",1,,
1114819,"7132893",1,,
1114819,"8022281",1,,
1114819,"8579830",1,,
1114819,"8754395",1,,
1114819,"8754401",1,,
1114819,"956102",1,,
1115776,"2364285",1,,
1115776,"5790943",1,,
1115776,"8106324",1,,
1117099,"2605637",1,,
1117099,"3906412",1,,
1117099,"690634",1,,
1117099,"8681294",1,,
1121402,"182365",1,,
1121402,"5576063",1,,
1121709,"3423062",1,,
1121709,"8049578",1,,
1129237,"302210",1,,
1129237,"3683096",1,,
1129237,"998751",1,,
1133167,"1883277",1,,
1133167,"3598492",1,,
1133167,"4361441",1,,
1133167,"4443368",1,,
1133167,"4443374",1,,
1133167,"4625148",1,,
1133167,"4712276",1,,
1133167,"4926202",1,,
1133167,"6112593",1,,
1133167,"6157112",1,,
1133167,"6157114",1,,
1133167,"6467521",1,,
1133167,"7093512",1,,
1133167,"8415744",1,,
1133167,"8484845",1,,
130510,"1494930",1,,
130510,"6815300",1,,
130510,"7501563",1,,
131843,"1453832",1,,
131843,"2130346",1,,
131843,"6036658",1,,
131843,"6858933",1,,
131843,"8710808",1,,
131843,"8710810",1,,
146187,"6430260",1,,
148538,"1950975",1,,
148538,"2915327",1,,
148538,"3165111",1,,
148538,"3989976",1,,
148538,"4185814",1,,
148538,"4447601",1,,
148538,"5020788",1,,
148538,"6697437",1,,
148538,"6704661",1,,
148538,"811946",1,,
148538,"8730434",1,,
156493,"2928705",1,,
156493,"8725855",1,,
168216,"1832002",1,,
168216,"3342536",1,,
168216,"3344830",1,,
168216,"3556745",1,,
168216,"3681098",1,,
168216,"4160802",1,,
168216,"5298481",1,,
168216,"5298484",1,,
168216,"5880511",1,,
168216,"6219121",1,,
168216,"6548726",1,,
168216,"8320715",1,,
182539,"1638687",1,,
182539,"3760957",1,,
182539,"5567729",1,,
182539,"8299665",1,,
182539,"8598792",1,,
182539,"8757183",1,,
183378,"2533260",1,,
183378,"327914",1,,
183378,"3377749",1,,
183378,"3867604",1,,
183378,"4285002",1,,
183378,"5452480",1,,
183378,"6788949",1,,
19335,"1720395",1,,
19335,"3045565",1,,
207786,"4486236",1,,
207786,"8185061",1,,
264014,"1611221",1,,
264014,"3577343",1,,
264014,"3601328",1,,
264014,"3666584",1,,
264014,"3720137",1,,
264014,"4834544",1,,
264014,"528373",1,,
264014,"528378",1,,
264014,"5780498",1,,
264014,"6105567",1,,
264014,"6501719",1,,
264014,"96852",1,,
359349,"2293818",1,,
359349,"7062669",1,,
405717,"2702419",1,,
405717,"3033905",1,,
405717,"3274915",1,,
405717,"4418059",1,,
405717,"7170626",1,,
405717,"8433854",1,,
405717,"8433857",1,,
405717,"8433858",1,,
443396,"2169377",1,,
443396,"2871447",1,,
443396,"289513",1,,
443396,"7054522",1,,
451602,"1094139",1,,
451602,"2084909",1,,
451602,"2383971",1,,
451602,"264876",1,,
451602,"3509960",1,,
451602,"4874644",1,,
451602,"7859334",1,,
47923,"1669816",1,,
47923,"3246976",1,,
47923,"4684895",1,,
47923,"4778734",1,,
47923,"4793758",1,,
47923,"5051722",1,,
47923,"5147529",1,,
47923,"525511",1,,
47923,"7890942",1,,
47923,"913042",1,,
489204,"2645311",1,,
489204,"3353678",1,,
489204,"415420",1,,
489204,"4222521",1,,
489204,"5842850",1,,
489204,"5856566",1,,
489204,"5895917",1,,
489204,"6435264",1,,
489204,"6620077",1,,
489204,"7113309",1,,
489204,"7134737",1,,
489204,"8047853",1,,
489204,"8594272",1,,
490595,"1894652",1,,
490595,"7704024",1,,
490595,"8485141",1,,
527433,"1379245",1,,
527433,"2649533",1,,
527433,"3774357",1,,
527433,"3835731",1,,
527433,"6015376",1,,
527433,"6038411",1,,
527433,"6398043",1,,
527433,"8362259",1,,
527433,"8827928",1,,
527433,"890536",1,,
573724,"1165129",1,,
573724,"2002448",1,,
573724,"3365633",1,,
573724,"3365638",1,,
573724,"3937080",1,,
573724,"5721831",1,,
573724,"5962420",1,,
573724,"7199667",1,,
573724,"7199669",1,,
573724,"8530902",1,,
573724,"8833194",1,,
833860,"3421947",1,,
833860,"7038170",1,,
833860,"7706738",1,,
855410,"8651772",1,,
87181,"123547",1,,
87181,"1961300",1,,
87181,"2528294",1,,
87181,"2596279",1,,
87181,"6885718",1,,
87181,"8151919",1,,
87181,"8151922",1,,
87181,"8683178",1,,
87452,"2052496",1,,
87452,"2312984",1,,
87452,"4284131",1,,
87452,"4307936",1,,
87452,"4561062",1,,
87452,"8081937",1,,
915593,"7709320",1,,
1037798,"7822415",2,,
104861,"1357961",2,,
104861,"146170",2,,
104861,"146174",2,,
104861,"1811410",2,,
104861,"3443176",2,,
104861,"4017858",2,,
104861,"459676",2,,
104861,"5138467",2,,
104861,"5138470",2,,
104861,"5150431",2,,
104861,"5688415",2,,
104861,"5703400",2,,
104861,"5801822",2,,
104861,"629277",2,,
104861,"715676",2,,
104861,"8546158",2,,
1063750,"1248663",2,,
1063750,"2391455",2,,
1063750,"2784784",2,,
1063750,"2975474",2,,
1063750,"3192413",2,,
1063750,"3327049",2,,
1063750,"3394537",2,,
1063750,"3610445",2,,
1063750,"3654235",2,,
1063750,"3871549",2,,
1063750,"3973423",2,,
1063750,"4487118",2,,
1063750,"4681094",2,,
1063750,"4718159",2,,
1063750,"5138680",2,,
1063750,"5360356",2,,
1063750,"5766337",2,,
1063750,"6347199",2,,
1063750,"8384979",2,,
1063750,"8722081",2,,
1063750,"8821735",2,,
1063750,"8821738",2,,
1063750,"8821739",2,,
1106007,"1334331",2,,
1106007,"1334334",2,,
1106007,"2672608",2,,
1106007,"5774818",2,,
1106007,"7500587",2,,
1106007,"8204462",2,,
1106007,"8596078",2,,
1110199,"1901876",2,,
1110199,"1901881",2,,
1110199,"4053652",2,,
1110199,"4511137",2,,
1110199,"4511144",2,,
1110199,"5218014",2,,
1110199,"8160520",2,,
1112341,"1702902",2,,
1112341,"1707319",2,,
1113437,"6174328",2,,
1113437,"6688843",2,,
1113437,"7377277",2,,
1114819,"1119234",2,,
1114819,"1248112",2,,
1114819,"1302004",2,,
1114819,"1625836",2,,
1114819,"1724523",2,,
1114819,"1735443",2,,
1114819,"2008577",2,,
1114819,"255283",2,,
1114819,"327923",2,,
1114819,"327926",2,,
1114819,"344351",2,,
1114819,"3477360",2,,
1114819,"3641925",2,,
1114819,"3781419",2,,
1114819,"3814007",2,,
1114819,"3824972",2,,
1114819,"3906954",2,,
1114819,"5521371",2,,
1114819,"5628955",2,,
1114819,"605472",2,,
1114819,"7070942",2,,
1114819,"7425397",2,,
1114819,"7567806",2,,
1114819,"7588045",2,,
1114819,"768360",2,,
1114819,"8321012",2,,
1114819,"8336225",2,,
1114819,"8336230",2,,
1114819,"8480574",2,,
1114819,"8508263",2,,
1117099,"2504563",2,,
1117099,"2790381",2,,
1117099,"3781003",2,,
1117099,"518714",2,,
1117099,"6156360",2,,
1117099,"8459093",2,,
1121402,"6392403",2,,
1121402,"7125981",2,,
1124210,"2258598",2,,
1124210,"2433604",2,,
1124210,"2806527",2,,
1124210,"3225189",2,,
1124210,"3225197",2,,
1124210,"3466959",2,,
1124210,"3517427",2,,
1124210,"4303129",2,,
1124210,"4648416",2,,
1124210,"6146809",2,,
1124210,"6541868",2,,
1124210,"6636931",2,,
1124210,"6737729",2,,
1124210,"7203367",2,,
1124210,"7224102",2,,
1124210,"8026743",2,,
1124210,"8650639",2,,
1124210,"8828525",2,,
1124210,"92049",2,,
1124210,"931165",2,,
1129237,"1770027",2,,
1133167,"1824488",2,,
1133167,"18351",2,,
1133167,"1883281",2,,
1133167,"190803",2,,
1133167,"190806",2,,
1133167,"2613291",2,,
1133167,"3421898",2,,
1133167,"3560313",2,,
1133167,"3944277",2,,
1133167,"4294930",2,,
1133167,"434120",2,,
1133167,"4498476",2,,
1133167,"4712273",2,,
1133167,"6112591",2,,
1133167,"6257034",2,,
1133167,"6299572",2,,
1133167,"6467523",2,,
1133167,"6999440",2,,
1133167,"7218012",2,,
1133167,"7218016",2,,
1133167,"7793416",2,,
1133167,"8033647",2,,
1133167,"8160224",2,,
1133167,"8160241",2,,
1133167,"823277",2,,
1133167,"8748592",2,,
1133167,"8839920",2,,
130510,"1494939",2,,
130510,"8612904",2,,
131843,"8710809",2,,
146187,"8434626",2,,
148538,"1384447",2,,
156493,"1277720",2,,
156493,"1277723",2,,
156493,"1277727",2,,
156493,"1277728",2,,
156493,"1347266",2,,
156493,"1861642",2,,
156493,"2123395",2,,
156493,"2259180",2,,
156493,"2317800",2,,
156493,"2411918",2,,
156493,"2612491",2,,
156493,"2928706",2,,
156493,"349638",2,,
156493,"3603923",2,,
156493,"5346660",2,,
156493,"5555919",2,,
156493,"6139382",2,,
156493,"6524746",2,,
156493,"7055262",2,,
156493,"8182160",2,,
156493,"8182161",2,,
156493,"8182162",2,,
156493,"8273013",2,,
156493,"8393766",2,,
168216,"1090088",2,,
168216,"1677027",2,,
168216,"1974321",2,,
168216,"3399716",2,,
168216,"4191391",2,,
168216,"4324487",2,,
168216,"4324493",2,,
168216,"6213324",2,,
168216,"6213326",2,,
168216,"6219117",2,,
168216,"6329932",2,,
168216,"8319214",2,,
168216,"8319216",2,,
168216,"8319218",2,,
182539,"57443",2,,
182539,"7371255",2,,
183378,"327913",2,,
183378,"5098266",2,,
183378,"7677968",2,,
183378,"8260787",2,,
19335,"8412683",2,,
207786,"4218707",2,,
207786,"8273754",2,,
207786,"8273762",2,,
264014,"3577338",2,,
264014,"3841908",2,,
264014,"4834543",2,,
264014,"5324948",2,,
264014,"5611210",2,,
264014,"5635522",2,,
264014,"58387",2,,
264014,"7323471",2,,
264014,"935825",2,,
359349,"3223833",2,,
405717,"7728831",2,,
443396,"4513339",2,,
443396,"5503972",2,,
443396,"7708938",2,,
443396,"8769907",2,,
443396,"8790079",2,,
443396,"8790085",2,,
451602,"1096342",2,,
451602,"384317",2,,
451602,"4863800",2,,
451602,"6171396",2,,
451602,"6942418",2,,
451602,"7444911",2,,
47923,"284591",2,,
47923,"3630935",2,,
47923,"5966643",2,,
47923,"6378779",2,,
47923,"766025",2,,
47923,"986177",2,,
489204,"1557550",2,,
489204,"1664640",2,,
527433,"1379242",2,,
527433,"4952129",2,,
573724,"1509942",2,,
573724,"8441642",2,,
573724,"87400",2,,
833860,"2386361",2,,
833860,"6218040",2,,
833860,"8833506",2,,
87181,"2556151",2,,
87181,"6484575",2,,
87181,"8332555",2,,
87452,"7353359",2,,
87452,"8819111",2,,
87452,"8819116",2,,
915593,"2923497",2,,
915593,"3385971",2,,
915593,"5931266",2,,
915593,"7861747",2,,
915593,"7885529",2,,
915593,"8029533",2,,
915593,"8402971",2,,
1037798,"8760871",3,,
1103812,"8220089",3,,
1106007,"1334330",3,,
1110199,"1901878",3,,
1110199,"3838638",3,,
1110199,"5049363",3,,
1110199,"8160518",3,,
1112341,"1035064",3,,
1112341,"1035067",3,,
1112341,"1253945",3,,
1112341,"1253952",3,,
1112341,"1267515",3,,
1112341,"1267518",3,,
1112341,"1369482",3,,
1112341,"1998331",3,,
1112341,"2468291",3,,
1112341,"2694636",3,,
1112341,"2936513",3,,
1112341,"3352255",3,,
1112341,"3408231",3,,
1112341,"345581",3,,
1112341,"355117",3,,
1112341,"4102529",3,,
1112341,"4161482",3,,
1112341,"4416076",3,,
1112341,"4566122",3,,
1112341,"5133283",3,,
1112341,"5133287",3,,
1112341,"6303182",3,,
1112341,"6303183",3,,
1112341,"6303184",3,,
1112341,"6303187",3,,
1112341,"6311801",3,,
1112341,"7088039",3,,
1112341,"8134797",3,,
1112341,"8139256",3,,
1112341,"8139257",3,,
1112341,"917582",3,,
1114646,"5279567",3,,
1114646,"5417954",3,,
1114646,"8117091",3,,
1114819,"1738250",3,,
1114819,"344350",3,,
1114819,"694737",3,,
1114819,"7803435",3,,
1114819,"8115435",3,,
1114819,"8115439",3,,
1114819,"8508259",3,,
1115776,"4314176",3,,
1117099,"1687526",3,,
1117099,"2790382",3,,
1117099,"4458509",3,,
1117099,"4458512",3,,
1117099,"6057206",3,,
1117099,"6057207",3,,
1117099,"6122720",3,,
1117099,"6122721",3,,
1117099,"6505419",3,,
1117099,"6505420",3,,
1117099,"714808",3,,
1117099,"8093931",3,,
1117099,"8093932",3,,
1117099,"8294083",3,,
1117099,"8446504",3,,
1117099,"8838111",3,,
1124210,"2089537",3,,
1129237,"128982",3,,
1129237,"3905057",3,,
1129237,"8588219",3,,
1133167,"1824480",3,,
1133167,"190804",3,,
1133167,"434125",3,,
1133167,"6112587",3,,
130510,"8612903",3,,
131843,"8305151",3,,
131843,"8305154",3,,
131843,"8305155",3,,
131843,"8305156",3,,
131843,"985989",3,,
131843,"985990",3,,
131843,"985995",3,,
148538,"7407803",3,,
168216,"1183706",3,,
168216,"1274194",3,,
168216,"1301467",3,,
168216,"1301469",3,,
168216,"1301472",3,,
168216,"1301474",3,,
168216,"1735358",3,,
168216,"2069992",3,,
168216,"2069995",3,,
168216,"290826",3,,
168216,"3033359",3,,
168216,"3198687",3,,
168216,"3344828",3,,
168216,"3681095",3,,
168216,"3908773",3,,
168216,"3908776",3,,
168216,"3908777",3,,
168216,"4498419",3,,
168216,"4792582",3,,
168216,"5935476",3,,
168216,"6249512",3,,
168216,"6282562",3,,
168216,"6426634",3,,
168216,"8185131",3,,
168216,"8185135",3,,
168216,"8185137",3,,
168216,"8639630",3,,
168216,"8731621",3,,
168216,"8731623",3,,
183378,"1289489",3,,
183378,"1289496",3,,
183378,"1605768",3,,
183378,"1773958",3,,
183378,"1908513",3,,
183378,"192535",3,,
183378,"2095235",3,,
183378,"2352716",3,,
183378,"2403808",3,,
183378,"2574033",3,,
183378,"2644128",3,,
183378,"2874543",3,,
183378,"3093217",3,,
183378,"3119899",3,,
183378,"3389578",3,,
183378,"3389580",3,,
183378,"3389581",3,,
183378,"3389585",3,,
183378,"349581",3,,
183378,"3561703",3,,
183378,"3578563",3,,
183378,"371475",3,,
183378,"3854428",3,,
183378,"3888461",3,,
183378,"3953760",3,,
183378,"3987911",3,,
183378,"4134895",3,,
183378,"4134896",3,,
183378,"4134901",3,,
183378,"4285004",3,,
183378,"4493913",3,,
183378,"4493916",3,,
183378,"4493918",3,,
183378,"4493920",3,,
183378,"4727419",3,,
183378,"5260515",3,,
183378,"5460939",3,,
183378,"5899214",3,,
183378,"6109460",3,,
183378,"6247404",3,,
183378,"6291380",3,,
183378,"6626236",3,,
183378,"6788947",3,,
183378,"7449743",3,,
183378,"7449748",3,,
183378,"7449751",3,,
183378,"7449752",3,,
183378,"7678696",3,,
183378,"7718054",3,,
183378,"7734209",3,,
183378,"8006512",3,,
183378,"8121375",3,,
183378,"8381280",3,,
183378,"8567665",3,,
183378,"8570255",3,,
183378,"8570256",3,,
183378,"8570257",3,,
183378,"8570260",3,,
183378,"8767239",3,,
183378,"8794304",3,,
183378,"8794306",3,,
183378,"8794307",3,,
19335,"3175481",3,,
19335,"8412684",3,,
264014,"1804644",3,,
264014,"3372501",3,,
264014,"3396076",3,,
264014,"4834547",3,,
264014,"528372",3,,
264014,"5611214",3,,
264014,"5950722",3,,
264014,"6105571",3,,
264014,"6105572",3,,
264014,"6641238",3,,
264014,"684616",3,,
359349,"68647",3,,
359349,"943229",3,,
443396,"3440848",3,,
443396,"3721948",3,,
443396,"8536118",3,,
451602,"1251646",3,,
451602,"1373769",3,,
451602,"1542548",3,,
451602,"1580615",3,,
451602,"2133671",3,,
451602,"2176455",3,,
451602,"362780",3,,
451602,"4352597",3,,
451602,"4495080",3,,
451602,"5451777",3,,
451602,"5538942",3,,
451602,"601510",3,,
451602,"6587791",3,,
451602,"6827517",3,,
451602,"7127634",3,,
451602,"8047626",3,,
451602,"8281322",3,,
451602,"8383462",3,,
451602,"8390518",3,,
451602,"8621776",3,,
451602,"96222",3,,
451602,"96229",3,,
47923,"618556",3,,
47923,"6241152",3,,
47923,"6643066",3,,
490595,"4737060",3,,
490595,"4737061",3,,
490595,"4842890",3,,
527433,"1379237",3,,
833860,"1889863",3,,
833860,"3437281",3,,
833860,"3437288",3,,
833860,"5167510",3,,
833860,"5167513",3,,
833860,"6230221",3,,
833860,"6230222",3,,
87452,"2624886",3,,
87452,"5219890",3,,
87452,"6018168",3,,
87452,"7561800",3,,
87452,"7561803",3,,
915593,"1605506",3,,
915593,"275728",3,,
915593,"2923493",3,,
915593,"5931269",3,,
915593,"8029530",3,,
915593,"82108",3,,
915593,"82110",3,,
915593,"8402972",3,,
962179,"2329693",3,,
962179,"2329697",3,,
962179,"2329699",3,,
962179,"2978864",3,,
962179,"2978866",3,,
962179,"3705165",3,,
962179,"4606386",3,,
962179,"536176",3,,
962179,"5653659",3,,
962179,"6980697",3,,
2030323,msmarco_passage_45_52242969,3,0,3
629937,msmarco_passage_39_119423024,3,0,2
